ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;38.800085;22.6;2018-09-28;2018-09-28
APBR;22.794703;249.05;2018-09-28;2018-09-28
BMA;20.494535;172.05;2018-09-28;2018-09-28
BYMA;3.672808;359.85;2018-09-28;2018-09-28
CEPU;72.927389;41.15;2018-09-28;2018-09-28
COME;74.881861;4.49;2018-09-28;2018-09-28
CVH;4.177136;337.75;2018-09-28;2018-09-28
EDN;21.30038;51.3;2018-09-28;2018-09-28
BBAR;8.65401;160;2018-09-28;2018-09-28
GGAL;55.178486;105.65;2018-09-28;2018-09-28
METR;8.224748;37.65;2018-09-28;2018-09-28
PAMP;75.60981;50.95;2018-09-28;2018-09-28
SUPV;14.110988;63.9;2018-09-28;2018-09-28
TGNO4;4.232749;65.2;2018-09-28;2018-09-28
TGSU2;14.977225;120.05;2018-09-28;2018-09-28
TRAN;10.141506;48.4;2018-09-28;2018-09-28
TS;2.97748;695.6;2018-09-28;2018-09-28
TXAR;84.982078;16.85;2018-09-28;2018-09-28
VALO;41.349944;6.02;2018-09-28;2018-09-28
YPFD;7.225632;644.05;2018-09-28;2018-09-28
