ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;38.800085;18.55;2018-09-28;2018-11-05
APBR;22.794703;290.75;2018-09-28;2018-11-05
BMA;20.494535;169.5;2018-09-28;2018-11-05
BYMA;3.672808;373.1;2018-09-28;2018-11-05
CEPU;72.927389;36.2;2018-09-28;2018-11-05
COME;74.881861;3.5;2018-09-28;2018-11-05
CVH;4.177136;298;2018-09-28;2018-11-05
EDN;21.30038;44.55;2018-09-28;2018-11-05
BBAR;8.65401;145.05;2018-09-28;2018-11-05
GGAL;55.178486;96.1;2018-09-28;2018-11-05
METR;8.224748;31.1;2018-09-28;2018-11-05
PAMP;75.60981;51.25;2018-09-28;2018-11-05
SUPV;14.110988;62.95;2018-09-28;2018-11-05
TGNO4;4.232749;52.55;2018-09-28;2018-11-05
TGSU2;14.977225;110.8;2018-09-28;2018-11-05
TRAN;10.141506;42.8;2018-09-28;2018-11-05
TS;2.97748;548.65;2018-09-28;2018-11-05
TXAR;84.982078;15.95;2018-09-28;2018-11-05
VALO;41.349944;5.22;2018-09-28;2018-11-05
YPFD;7.225632;577.95;2018-09-28;2018-11-05
