ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;7.2613;868;2025-01-27;2025-03-26
BBAR;1.938174;8450;2025-01-27;2025-03-26
BMA;2.762544;10800;2025-01-27;2025-03-26
BYMA;24.930467;432;2025-01-27;2025-03-26
CEPU;11.775447;1575;2025-01-27;2025-03-26
COME;29.499618;189.5;2025-01-27;2025-03-26
CRES;3.418782;1470;2025-01-27;2025-03-26
EDN;3.894743;2155;2025-01-27;2025-03-26
GGAL;9.89907;7480;2025-01-27;2025-03-26
IRSA;2.970928;1750;2025-01-27;2025-03-26
LOMA;2.64114;2935;2025-01-27;2025-03-26
METR;1.614966;2125;2025-01-27;2025-03-26
PAMP;9.734993;4250;2025-01-27;2025-03-26
SUPV;2.609265;3805;2025-01-27;2025-03-26
TGNO4;0.831119;3570;2025-01-27;2025-03-26
TGSU2;2.797495;7300;2025-01-27;2025-03-26
TRAN;1.99133;2165;2025-01-27;2025-03-26
TXAR;15.98939;783;2025-01-27;2025-03-26
VALO;7.921508;333.5;2025-01-27;2025-03-26
YPFD;1.466164;48300;2025-01-27;2025-03-26
