ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;64.484652;59;2021-05-26;2021-07-06
BBAR;16.40901;186.6;2021-05-26;2021-07-06
BMA;32.257863;252.7;2021-05-26;2021-07-06
BYMA;5.112117;745;2021-05-26;2021-07-06
CEPU;72.422451;42.3;2021-05-26;2021-07-06
COME;249.688895;5;2021-05-26;2021-07-06
CRES;25.400803;110.1;2021-05-26;2021-07-06
EDN;29.881756;37.8;2021-05-26;2021-07-06
GGAL;95.541873;144.9;2021-05-26;2021-07-06
LOMA;23.189107;239.9;2021-05-26;2021-07-06
MIRG;0.726689;1965;2021-05-26;2021-07-06
PAMP;65.970043;105;2021-05-26;2021-07-06
SUPV;23.719902;69.9;2021-05-26;2021-07-06
TECO2;20.423832;175.7;2021-05-26;2021-07-06
TGNO4;7.034711;56.1;2021-05-26;2021-07-06
TGSU2;14.668309;157.1;2021-05-26;2021-07-06
TRAN;16.854897;31.45;2021-05-26;2021-07-06
TXAR;82.105125;76.6;2021-05-26;2021-07-06
VALO;67.135914;26.45;2021-05-26;2021-07-06
YPFD;15.365058;767.9;2021-05-26;2021-07-06
