ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;62.442671;47.05;2021-01-19;2021-04-13
BBAR;15.8894;129.3;2021-01-19;2021-04-13
BMA;32.330747;194.1;2021-01-19;2021-04-13
BYMA;5.878224;631;2021-01-19;2021-04-13
CEPU;68.464339;31.55;2021-01-19;2021-04-13
COME;241.7834;2.37;2021-01-19;2021-04-13
CRES;24.993874;85.15;2021-01-19;2021-04-13
EDN;28.935515;26.9;2021-01-19;2021-04-13
GGAL;88.801145;110.3;2021-01-19;2021-04-13
LOMA;22.619431;185.1;2021-01-19;2021-04-13
MIRG;1.341732;1576.5;2021-01-19;2021-04-13
PAMP;80.304172;85.9;2021-01-19;2021-04-13
SUPV;22.968784;50.45;2021-01-19;2021-04-13
TECO2;13.496041;153.5;2021-01-19;2021-04-13
TGNO4;6.811948;33.2;2021-01-19;2021-04-13
TGSU2;13.235292;130.85;2021-01-19;2021-04-13
TRAN;16.321167;22.9;2021-01-19;2021-04-13
TXAR;81.28825;50.3;2021-01-19;2021-04-13
VALO;65.009976;23.3;2021-01-19;2021-04-13
YPFD;14.878505;588.4;2021-01-19;2021-04-13
