ticker;cantidades_vigentes;close;fecha_cantidades_vigentes;fecha_precio
ALUA;6.200983;834;2023-11-08;2023-11-28
BBAR;1.655155;1527.3;2023-11-08;2023-11-28
BMA;2.827985;2299.6;2023-11-08;2023-11-28
BYMA;5.809468;637.5;2023-11-08;2023-11-28
CEPU;10.028533;702.5;2023-11-08;2023-11-28
COME;25.191991;58.4;2023-11-08;2023-11-28
CRES;2.925134;796.9;2023-11-08;2023-11-28
EDN;3.322503;680.6;2023-11-08;2023-11-28
GGAL;9.639556;1438.85;2023-11-08;2023-11-28
LOMA;2.257016;1071.6;2023-11-08;2023-11-28
MIRG;0.07117;10096.5;2023-11-08;2023-11-28
PAMP;8.318476;1566.75;2023-11-08;2023-11-28
SUPV;2.474058;569.8;2023-11-08;2023-11-28
TECO2;2.819486;1371.4;2023-11-08;2023-11-28
TGNO4;0.709757;1076;2023-11-08;2023-11-28
TGSU2;2.80728;2399.65;2023-11-08;2023-11-28
TRAN;1.70055;765;2023-11-08;2023-11-28
TXAR;13.319001;757.5;2023-11-08;2023-11-28
VALO;6.764785;163;2023-11-08;2023-11-28
YPFD;1.540935;14407.8;2023-11-08;2023-11-28
